Show Id,Title,Description,Director,Genres,Cast,Production Country,Release Date,Rating,Duration(min),Imdb Score,Content Type,Date Added,Season Count
6f29a332-81a1-4bb2-a2f8-ce0623b6a9b8,Namaste Wahala,An interracial romance hits humorous and heart-wrenching hiccups as the couple's parents fight tooth and nail against their relationship.,Hamisha Daryani Ahuja,"Comedies, Dramas, International Movies","Ini Dima-Okojie, Ruslaan Mumtaz, Richard Mofe-Damijo, Joke Silva, Sujata Sehgal, Koye Kekere Ekun, Hamisha Daryani Ahuja, Anee Icha, Ibrahim Suleiman, Osas Ighodaro, Broda Shaggi",Nigeria,2021,TV-14,107,4.9,Movie,"February 14, 2021",
3ea74531-f7be-411d-92db-1347a1dd5ef3,New Money,An aspiring fashion designer's life is transformed after she discovers she’s the heiress of a billion-dollar empire left by her estranged father.,Tope Oshin,"Dramas, International Movies","Jemima Osunde, Blossom Chukwujekwu, Kate Henshaw-Nuttal, Dakore Akande, Wale Ojo, Wofai Fada, Osas Ighodaro Ajibade, Falz, Daniel Effiong, Adeolu Adefarasin",Nigeria,2018,TV-14,107,4.9,Movie,"April 14, 2020",
a697465b-642b-4429-b797-feafd261efdf,Nigerian Prince,"When a stubborn American teenager is sent to Nigeria by his mother, his cousin's scamming business becomes a viable option for securing a return flight.",Faraday Okoro,"Dramas, Independent Movies","Antonio Bell, Chinaza Uche, Tina Mba, Bimbo Manuel, Toyin Oshinaike, Craig Stott, Ebbe Bassey, Cristabel Goddy, Omar Maskati, Russell G. Jones, Dean Cameron","United States, Nigeria",2018,TV-MA,104,6,Movie,"August 14, 2020",
f6318e39-6794-4fe6-9737-142acfc8b364,Nimbe,A bullied teenager gravitates toward the acceptance he finds in a street gang but soon ends up involved in a world of drug abuse and organized crime.,Tope Alake,"Dramas, International Movies","Odunlade Adekola, Chimezie Imo, Sani Danja, Rachael Okonkwo, Broda Shaggi, Toyin Abraham, Kelechi Udegbe, Doyin Abiola, Molawa Davis",Nigeria,2019,TV-MA,115,5.9,Movie,"July 24, 2020",
88fddfc2-2065-4ed3-9b99-d677845932f4,Oct-01,"Against the backdrop of Nigeria's looming independence from Britain, detective Danladi Waziri races to capture a killer terrorizing local women.",Kunle Afolayan,"Dramas, International Movies, Thrillers","Sadiq Daba, David Bailie, Kayode Olaiya, Kehinde Bankole, Fabian Adeoye Lojede, Nick Rhys, Kunle Afolayan, Colin David Reese, Ibrahim Shatta, Femi Adebayo, Kanayo O. Kanayo, Lawrence Stubbings, Ademola Adedoyin",Nigeria,2014,TV-14,149,6.8,Movie,"September 1, 2019",
059c1f94-e510-4dd9-b7f6-9e3992da1a63,Ojos in d' House,"After a newly rich family moves into an upper-class neighborhood, they try to keep their matriarch's obsessive pursuit of social acceptance in check.",,"International TV Shows, TV Comedies","'Najite Dede, Jude Chukwuka, Taiwo Arimoro, Odenike Odetola, Funmi Eko, Keppy Ekpenyong",Nigeria,2013,TV-G,1 Season,,TV Show,,1
b8bf1d7f-671b-42c4-be39-d601366bd8cb,Ojukokoro: Greed,"Down and out of luck, the manager of a shady gas station gets in over his head when he tries to steal from his grubby employers.",Dare Olaitan,"Dramas, International Movies, Thrillers","Seun Ajayi, Zainab Balogun, Sammie Eddie, Linda Ejiofor, Charles Etubiebi, Shawn Faqua, Lord Frank, Ikubese Emmanuel Ifeanyi, Somkele Iyamah, Ali Nuhu, Wale Ojo",Nigeria,2016,TV-MA,108,6.9,Movie,"April 9, 2021",
a46c7db6-b64e-4bc1-82d5-06729a108ea6,Okafor's Law,An unapologetic lothario sets out to seduce three ex-flames – but gets an unexpected education in love along the way.,Omoni Oboli,"Comedies, International Movies, Romantic Movies",,Nigeria,2016,TV-14,110,4.9,Movie,"December 13, 2019",
edcc3ed1-c3b2-481b-b6b9-cccec3978bc2,Oloibiri,"After drilling depletes a small village, a corporation finds more oil in the region, igniting tensions among the community.",Curtis Graham,"Dramas, International Movies, Thrillers","Olu Jacobs, Richard Mofe-Damijo, William R. Moses, Taiwo Ajai-Lycett, Ifeanyi Williams, Ivie Okujaye, Dayton Sinkia, Bradley Gordon","Canada, Nigeria, United States",2015,TV-14,86,5.4,Movie,"April 21, 2021",
1e0dcf0b-ee76-4edd-8181-b458ec39b85c,Òlòtūré,"In Lagos, a journalist goes undercover as a prostitute to expose human trafficking. What she finds is a world of exploited women and ruthless violence.",Kenneth Gyang,"Dramas, International Movies","Beverly Osu, Sharon Ooja, Omowunmi Dada, Pearl Okorie, Wofai Samuel, Ikechukwu Onunaku, Kemi Lala Akindoju, Blossom Chukwujekwu, Adebukola Oladipupo, Omoni Oboli, Segun Arinze, Ada Ameh, Sambasa Nzeribe, Patrick Doyle, Gregory Ojefua",Nigeria,2020,TV-MA,107,5.4,Movie,"October 2, 2020",
66f81d3a-4409-453b-b9a8-4f8f5f6f79d0,On the Real,A group of reality stars transitions into their newly achieved fame while dealing with the demands of an obnoxious TV executive and their regular lives.,Tosin Coker,"International TV Shows, TV Dramas","Ini Dima Okojie, Akah Nnani, Nancy Isime, Maurice Sam, David Jones David, Angel Funto Johnson, Pearl Okorie, Tomiwa Tegbe, Peanut Omatsola",Nigeria,2017,TV-MA,1 Season,,TV Show,,1
165a9462-649b-46d6-aa9a-958850d8e36c,Osuofia in London,"A villager in Nigeria becomes the sole beneficiary of his late brother's estate in England, which, according to custom, includes his brother's fiancée.",Kingsley Ogoro,"Comedies, Dramas, International Movies","Nkem Owoh, Mara Derwent, Francis Odega, Cynthia Okereke, Tom Njemanze, Romanus Amuta, Sabina Mole, Blessing Onolleka, Oluchi Agunwa, Chiwendu Onaga, Patricia Ezeani, Stephen Ahanonu",Nigeria,2003,TV-MA,84,7.4,Movie,"June 22, 2021",
52c1333f-3d97-47c3-b4ac-413f65c7c734,Payday,"After an expensive night out, two flatmates get tangled in an overnight misadventure to recover their rent money to pay their dead landlord's daughter.",Cheta Chukwu,"Comedies, Independent Movies, International Movies","Baaj Adebule, Ebiye Victor, Meg Otanwa, Bisola Aiyeola, Mawuli Gavor, Zack Orji, Segilola Ogidan",Nigeria,2018,TV-MA,110,,Movie,"November 29, 2019",
354f3fac-f0df-451e-a3a1-77595ff4a6aa,Phone Swap,A fashion designer and an arrogant businessman reluctantly try to help each other after accidentally swapping phones in the airport.,Kunle Afolayan,"Comedies, International Movies, Romantic Movies","Wale Ojo, Nse Ikpe-Etim, Lydia Forson, Joke Silva, Chika Okpala, Ada Ameh, Hafeez Oyetoro, Chika Chukwu",Nigeria,2012,TV-14,112,6,Movie,"September 1, 2019",
5ce7f4a9-2273-4996-bc1e-e8cfd3414c2a,RattleSnake - The Ahanna Story,"In this stylish remake, a disillusioned mastermind assembles a team to pull off a series of spectacular heists — but his crimes make too many enemies.",Ramsey Nouah,"Dramas, International Movies, Thrillers","Stan Nze, Osas Ighodaro, Bucci Franklin, Odera Adimorah, Efa Iwara, Emeka Nwagbaraocha, Elma Mbadiwe, Norbert Young, Brutus Richard, Chinyere Wilfred, Sonny McDon, Chiwetalu Agu",Nigeria,2020,TV-MA,136,,Movie,"July 2, 2021",
97e8baae-dca8-44ac-b91e-06c3d24b1ec0,Skin,"On a quest to find beauty in all complexions, actress Beverly Naya travels to her home country of Nigeria and explores colorism's impact on society.",Daniel Effiong,"Documentaries, International Movies",Beverly Naya,Nigeria,2019,TV-MA,76,7.3,Movie,"June 28, 2020",
83685ffb-244f-45a1-abf2-0f3dab70c461,Slow Country,"Desperate to leave a life of prostitution, a teenage mother attempts to outsmart her ruthless boss who is determined to keep his prized asset.",Eric Aghimien,"Dramas, International Movies","Ivie Okujaye, Sambasa Nzeribe, Tope Tedela, Gina Castel, Majid Michel, Victor Erabie, Brutus Richard, Adebayo Thomas",Nigeria,2017,TV-MA,115,4.4,Movie,"December 6, 2019",
1310b4b5-aa8d-4c62-a54a-0ab7700a4bf8,Small Chops,"When a business mogul hires an exotic dancer for a weekend of entertainment, it quickly morphs into a messy situation full of misunderstanding.",Robert Peters,"Dramas, International Movies, Romantic Movies","Chika Ike, Max Cavenham, Nkem Owoh, Nse Ikpe-Etim, Toyin Abraham, Eucharia Anunobi, Sophie Alakija, Hafis Ayetoro, Omotunde Adebowale David",Nigeria,2020,TV-MA,98,,Movie,"June 5, 2021",
8cb75819-a4b3-4cc9-a5f8-9c8ee32ef925,Sons of the Caliphate,"Three wealthy, power-hungry men tussle for sovereignty amid corrupt politics, passionate desires and family obligations.",,"International TV Shows, TV Dramas","Yakubu Mohammed, Paul Sambo, Mofe Duncan, Nita Byack George, Yvonne Hays, Mickey Odey, Rahama Sadau, Sani Muazu",Nigeria,2017,TV-14,2 Seasons,7.2,TV Show,"January 24, 2020",2
6d01a9c5-9d80-4a2b-ac5d-1419d52f0998,Sugar Rush,"After discovering a huge sum of money, a trio of sisters swipes it for personal use until the authorities and a shady mob boss come to collect the cash.",Kayode Kasum,"Comedies, International Movies","Adesua Etomi, Bisola Aiyeola, Bimbo Ademoye, Omoni Oboli, Toke Makinwa, Banky Wellington",Nigeria,2019,TV-14,123,7,Movie,"July 4, 2020",
9e68d425-3adc-4cd8-b007-b8e1fd7c93dc,Sylvia,"When a man outgrows a childhood friendship and commits to marrying his girlfriend, obsession and spiritual warfare soon disrupt his peaceful life.",Daniel Oriahi,"Dramas, International Movies, Thrillers","Chris Attoh, Zainab Balogun, Ini Dima-Okojie, Udoka Onyeka, Lord Frank, Bolaji Ogunmola, Ijeoma Grace Agu, Omotunde Adebowale David",Nigeria,2018,TV-14,104,5.2,Movie,"July 15, 2020",
efb559e7-6b21-41cf-9933-c99ce4a18bf6,Tango With Me,A newly married couple journeys through self-discovery and healing while dealing with the aftermath of a traumatic event on their wedding night.,Mahmood Ali-Balogun,"Dramas, International Movies, Romantic Movies","Genevieve Nnaji, Joseph Benjamin, Joke Silva, Tina Mba, Ahmed Yerima, Bimbo Manuel, Sade Alder-Hayes",Nigeria,2010,TV-14,104,6.4,Movie,"July 7, 2021",
8c4076b9-65d8-4e2d-b815-cc2ac301412d,Tatu,"Doubting her future as a nun, a woman attempts to have a child, triggering a mystic tribal prophecy that could force her to make a godly sacrifice.",Don Omope,"Action & Adventure, Dramas, International Movies","Rahama Sadau, Sambasa Nzeribe, Segun Arinze, Gabriel Afolayan, Desmond Elliot, Funlola Aofiyebi, Toyin Aimakhu, Stephen Demian, Afeez Oyetoro, Oludara Egerton Shyngle",Nigeria,2017,TV-MA,101,,Movie,"October 18, 2019",
3e1d4dad-f509-463d-91ed-f3feb662f9fe,Taxi Driver,"After his father dies, a young mechanic moves to the city to drive the old man’s taxi, and encounters assassins and a motley crew of urban weirdos.",Daniel Oriahi,"Comedies, Dramas, Independent Movies","Odunlade Adekola, Ijeoma Grace Agu, Richard Akinlade, Babajide Alimison, Hafeez Oyetoro, Femi Jacobs, Toyin Oshinaike, Kelechi Udegbe",Nigeria,2015,TV-MA,94,6,Movie,"February 26, 2020",
9d042471-5052-4a01-96ae-08b8632c88bb,The Accidental Spy,"Nursing a broken heart, an IT specialist moves to London to audition for a reality TV show that unexpectedly turns into a real-life cartel drama.",Roger Russell,"Action & Adventure, Comedies, International Movies","Ramsey Nouah, Christine Allado, Ayo Makun, Emmanuel Edunjobi, Thenjiwe Moseley, Miguel A. Núñez Jr., Bucci Franklin",Nigeria,2017,TV-MA,104,4.5,Movie,"November 29, 2019",
40c01e92-b01c-4f51-b419-16fc4f9a198f,The Arbitration,An arbitration panel is formed after a company CEO in Nigeria is sued for wrongful dismissal and rape by an employee with whom he had an affair.,Niyi Akinmolayan,"Dramas, International Movies","Adesua Etomi, O.C. Ukeje, Ireti Doyle, Sola Fosudo, Somkele Iyamah, Lota Chukwu, Gregory Ojefua, Beverly Naya, Bimbo Ademoye, Pius Fatoke",Nigeria,2016,TV-MA,101,4.8,Movie,"February 26, 2020",
6204cef6-cd10-4efc-a6ef-e0b4c9c66880,The Bling Lagosians,"With a matriarch bent on having a lavish 51st birthday party, her family's debt is on the verge of exposure, threatening their business – and legacy.",Bolanle Austen-Peters,"Dramas, International Movies","Gbenga Titiloye, Elvina Ibru, Sharon Ooja, Osas Ighodaro Ajibade, Monalisa Chinda, Toyin Abraham, Bisola Aiyeola, Oladele Ogunlana, Jimmy Odukoya, Alex Ekubo",Nigeria,2019,TV-14,99,6.6,Movie,"October 11, 2019",
4d79268f-0195-4174-b912-3d82b9bf4494,The Bridge,A Yoruba prince and a young lady from a prominent Igbo family face tribal prejudice and parental pressure when they secretly wed.,Kunle Afolayan,"Dramas, International Movies, Romantic Movies","Chidinma Ekile, Ademola Adedoyin, Kunle Afolayan, Zack Orji, Tina Mba, Ayo Akinwale, Akim Mogaji, Ayo Mogaji, Ken Erics",Nigeria,2017,TV-14,119,5.5,Movie,"September 1, 2019",
4e486f56-83dc-4d4e-98ca-07d68a111b06,The CEO,A group of executives heads to a telecommunications retreat to pick the firm's new CEO until they find themselves in a contest to win – and stay alive.,Kunle Afolayan,"Dramas, International Movies, Thrillers","Wale Ojo, Jimmy Jean-Louis, Hilda Dokubo, Nico Panagio, Aurélie Eliam, Peter King Nzioki Mwania, Fatym Layachi, Kemi Lala Akindoju, Angélique Kidjo",Nigeria,2016,TV-14,109,6,Movie,"September 1, 2019",
b7b62822-ad2d-41a3-8b90-dd56aa93887e,The Delivery Boy,A teen criminal and a young sex worker forge an unlikely alliance during a night that forces them to confront painful pasts and crises of conscience.,Adekunle Nodash Adejuyigbe,"International Movies, Thrillers","Jamal Ibrahim, Jemima Osunde, Charles Etubiebi, Jude Chukwuka, Chris Iheuwa, Kehinde Fasuyi",Nigeria,2018,TV-14,67,6.3,Movie,"May 14, 2020",
fd254dfd-50e8-4aa7-8b10-2b89efe904a9,The Figurine (Araromire),"When a pair of friends discovers a mystical sculpture in an abandoned shrine, good fortune is bestowed upon them – until luck starts running out.",Kunle Afolayan,"Horror Movies, International Movies, Thrillers","Ramsey Nouah, Omoni Oboli, Kunle Afolayan, Funlola Aofiyebi, Tosin Sido, David J. Oserwe, Kate Adepegba, Muraina Oyelami, Wale Adebayo, Ombo Gogo Ombo",Nigeria,2009,TV-14,121,4.6,Movie,"October 1, 2019",
e40b6a8b-8b41-4849-8b35-a522338a7fea,The Ghost and the Tout,"Boisterous hustler Isla, whose life consists of brawling and drinking, acquires the ability to see ghosts, including the recently deceased Mike.",Charles Uwagbai,"Comedies, International Movies","Toyin Abraham, Sambasa Nzeribe, Chioma Chukwuka Akpotha, Chioma Omeruah, Chiwetalu Agu, Dele Odule, Femi Adebayo, Bayray McNwizu, Biodun Stephen",Nigeria,2018,TV-14,100,,Movie,"February 14, 2020",
c8012055-4a4f-4add-a94f-ca0dbddbb439,The Governor,"When sudden tragedy forces a deputy to step into the role of governor, she faces grueling political and personal tests in order to lead her state.",,"International TV Shows, TV Dramas","Caroline Chikezie, Bimbo Manuel, Lord Frank, Edmond Enaibe, Taiwo Obileye, Jude Chukwuka, Kunle Coker, Paul Christian Chukwudi, Samuel Abiola Robinson, Simi Adejumo, Ani Iyoho",Nigeria,2016,TV-14,1 Season,7.2,TV Show,,1
b26aa4bd-46c2-4483-9620-39956bf86cf2,The Island,"When a colonel uncovers controversial intel about the government, he makes a shocking discovery and must decide whether to reveal it or risk his life.",Toka McBaror,"Dramas, International Movies, Thrillers","Sambasa Nzeribe, Segun Arinze, Tokunbo Idowu, Femi Adebayo",Nigeria,2018,TV-14,93,4.9,Movie,"November 29, 2019",
5803be0e-d9b0-4915-bdcb-8ffedc8df86b,The Lost Okoroshi,"A disillusioned security guard transforms into a masquerade, channeling ancestral spirits as he roams the streets of Lagos.",Abba T. Makama,"Comedies, Dramas, Independent Movies","Seun Ajayi, Judith Audu, Tope Tedela, Ifu Ennada, Chiwetalu Agu, Demi Banwo, Ibrahim Jammal, Micheal Ajotubu, Ozzy Agu, Cristabel Goddy",Nigeria,2019,TV-MA,94,5.7,Movie,"September 4, 2020",
a3258785-d45d-428a-b008-834fbd3efe98,The Millions,"To pull off a massive heist, a charismatic con artist attempts to rob a fortified home with the help of a team he can't completely trust.","Toka McBaror, Tunde Apalowo","Comedies, International Movies","Ramsey Nouah, Blossom Chukwujekwu, Ayo Makun, Nancy Isime, Ali Nuhu, Folusho Durojaiye, Toyin Abraham, Chika Lann, Broda Shaggi, Etinosa Idemudia",Nigeria,2019,TV-MA,95,5.4,Movie,"July 17, 2020",
fbc29f89-95b7-498d-86d0-a36cde7f8b4b,The Mirror Boy,"A young boy is taken to his mother's birth home in Africa, where a mystical adventure in an ominous forest turns into a journey of self-discovery.",Obi Emelonye,"Action & Adventure, Dramas, International Movies","Edward Kagutuzi, Genevieve Nnaji, Osita Iheme, Fatima Jabbe, Victor Carvalho, Felix Ceesay, John Charles Njie, Momodu Musa Ceesay","United Kingdom, Nigeria",2011,TV-14,86,4.9,Movie,"June 30, 2020",
dafb9158-cd91-4aed-96d3-756b1bf63a9a,The Royal Hibiscus Hotel,A disenchanted chef tries to help her parents restore their failing hotel but cooks up feelings for an investor with his sights set on the property.,Ishaya Bako,"Comedies, International Movies, Romantic Movies","Zainab Balogun, Kenneth Okolie, Deyemi Okanlawon, Joke Silva, Olu Jacobs, Jide Kosoko, Rachel Oniga, Kemi Lala Akindoju, Ini Dima-Okojie, Toni Tones",Nigeria,2017,TV-PG,90,5.6,Movie,"June 22, 2020",
a0b06672-3ba9-4754-80e3-af80c845aea8,The Set Up,Manipulation and personal vendettas collide when a con artist hires a young woman to assist with his scheme to marry a wealthy heiress.,Niyi Akinmolayan,"Dramas, International Movies","Adesua Etomi, Jim Iyke, Dakore Akande, Marie Humbert, Ayoola Ayolola, Tina Mba, Joke Silva, Kehinde Bankole",Nigeria,2019,TV-MA,105,4.2,Movie,"April 22, 2020",
f9c374de-64bd-4b12-a51a-8b282d8f8eca,The Wedding Party,"As their big day arrives, a couple's lavish wedding plans turn into a nightmare of exes, fighting parents and uninvited guests.",Kemi Adetiba,"Comedies, Dramas, International Movies","Adesua Etomi, Banky Wellington, Richard Mofe-Damijo, Sola Sobowale, Iretiola Doyle, Alibaba Akporobome, Zainab Balogun, Beverly Naya, Enyinna Nwigwe",Nigeria,2016,TV-14,101,6.2,Movie,"April 15, 2017",
b6d75ab3-67e7-41fe-9a4f-4966e1813049,The Wedding Party 2: Destination Dubai,"In this sequel to the 2016 hit ""The Wedding Party,"" a couple's date night ends in an accidental proposal, sparking a series of chaotic family events.",Niyi Akinmolayan,"Comedies, International Movies, Romantic Movies","Enyinna Nwigwe, Daniella Down, Banky Wellington, Adesua Etomi, Somkele Iyamah, Iretiola Doyle, Sola Sobowale, Michael De Pinna, Lynita Crofford, Patience Ozokwor",Nigeria,2017,TV-14,98,4.6,Movie,"September 21, 2019",
5d72a428-f5fc-47c0-b1fc-d8b7ec904723,This Lady Called Life,"Abandoned by her family, young single mother Aiye struggles to survive but stays focused on her dream of becoming an elite chef.",Kayode Kasum,"Dramas, International Movies, Romantic Movies","Bisola Aiyeola, Efa Iwara, Molawa Onajobi, Tina Mba, Wale Ojo, Jemima Osunde, Lota Chukwu, Samuel Asa'ah, Michael Ejoor, Uche Elumelu",Nigeria,2020,TV-14,120,6.2,Movie,"April 23, 2021",
fc867d8b-4d11-470b-815b-cf3eebbf20b4,Up North,A pampered heir must complete a year of service work to inherit his dad's assets but unearths new goals when he's placed in an unfamiliar region.,Tope Oshin,"Dramas, International Movies","Banky Wellington, Rahama Sadau, Kanayo O. Kanayo, Ibrahim Suleiman, Michelle Dede, Adesua Etomi, Hilda Dokubo, Akin Lewis",Nigeria,2018,TV-14,99,5.8,Movie,"October 18, 2019",
6d21cbfa-42a0-4e54-bedd-6df1c8fd6b04,Voiceless,"A bright and promising young girl gets abducted and taken to a terrorist camp, where she unexpectedly crosses paths with her soulmate.",Robert O. Peters,"Dramas, International Movies, Thrillers","Uzee Usman, Yakubu Mohammed, Asabe Madaki, Sani Mu’azu, Rekiya Ibrahim Atta, Adam Garba, Abba Ali Zaky, Habiba Zock-Sock, Abdul’ Usman Zada, Nadia Dutch, Abubakar Maina, Healing Marcus Udor, Jamila Ibrahim",Nigeria,2020,TV-MA,112,,Movie,"July 1, 2021",
7f183da1-859a-43f2-8659-e50e1a00e1ec,When Love Happens,"Fed up with coordinating weddings for everyone else, unlucky-in-love event planner Mo turns to the internet to see if she can find her own Mr. Right.",Seyi Babatope,"International Movies, Romantic Movies","Weruche Opia, Gideon Okeke, Beverly Naya, O.C. Ukeje, Shaffy Bello, Oreka Godis",Nigeria,2014,TV-14,109,4.9,Movie,"February 26, 2020",
07d3bce5-55b8-4f15-9549-8b3572ecdbf9,Who's the Boss,"A young, overworked ad executive with an overbearing boss starts her own side hustle and invents an employer once her business begins to flourish.",Chinaza Onuzo,"Comedies, International Movies, Romantic Movies","Funke Akindele, Blossom Chukwujekwu, Sharon Ooja, Ini Dima-Okojie, Segun Arinze, Bolly Lomo, Beverly Osu, Tayo Faniran",Nigeria,2020,TV-MA,106,,Movie,"March 19, 2021",
4b3475a7-3734-4828-8b31-e7516a589ed8,Wives on Strike,"A group of local women band together to save a terrified young girl from marriage, launching a hilarious strike against their frustrated husbands.",Omoni Oboli,"Comedies, Dramas, International Movies","Omoni Oboli, Kenneth Okonkwo, Kalu Ikeagwu, Uche Jumbo, Ufoma Ejenobor, Julius Agu, Udoka Oyeka, Chioma Chukwuka-Akpotha, Kehinde Bankole",Nigeria,2016,TV-14,92,,Movie,"December 6, 2019",
6ac42584-8a00-47f9-8253-c8f704fc60a5,Wives on Strike: The Revolution,"After a woman is severely beaten at home, her strong-willed friends take a stand against their husbands to seek justice for domestic abuse victims.",Omoni Oboli,"Comedies, Dramas, International Movies","Uche Jumbo, Omoni Oboli, Sola Sobowale, Chioma Chukwuka-Akpotha, Ufuoma McDermott, Odunlade Adekola, Kalu Ikeagwu, Kenneth Okonkwo","United Kingdom, Nigeria",2017,TV-PG,93,,Movie,"December 6, 2019",
